"Data Source","World Development Indicators",

"Last Updated Date","2021-05-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Antigua and Barbuda","ATG","Population density (people per sq. km of land area)","EN.POP.DNST","","125.002272727273","126.911363636364","128.868181818182","131.002272727273","133.404545454545","136.170454545455","139.184090909091","142.093181818182","144.431818181818","145.856818181818","146.265909090909","145.756818181818","144.659090909091","143.454545454545","142.443181818182","141.743181818182","141.270454545455","140.990909090909","140.8","140.602272727273","140.454545454545","140.406818181818","140.425","140.422727272727","140.422727272727","140.35","140.265909090909","140.388636363636","140.927272727273","142.109090909091","144.015909090909","146.525","149.493181818182","152.736363636364","156.068181818182","159.484090909091","162.963636363636","166.418181818182","169.713636363636","172.763636363636","175.481818181818","177.943181818182","180.227272727273","182.581818181818","185.147727272727","187.963636363636","190.968181818182","194.084090909091","197.15","200.063636363636","202.847727272727","205.475","207.990909090909","210.368181818182","212.65","214.834090909091","216.877272727273","218.831818181818","","",
"Australia","AUS","Population density (people per sq. km of land area)","EN.POP.DNST","","1.36456529945459","1.39827916118871","1.42535438605626","1.45360113507673","1.48236856149851","1.51660310063392","1.53586816448199","1.56320372805019","1.59626674303269","1.62802806451193","1.68400088515158","1.71524152922953","1.74166590734546","1.78631399450685","1.80844278406206","1.82666649310753","1.84736341980917","1.86897153196308","1.88927795061375","1.91244809497156","1.94303789229788","1.9757103992294","2.00057274514143","2.02335238144826","2.05120862241777","2.08510472124234","2.11706129674707","2.1519857334392","2.18871952410086","2.22135298022728","2.24984705101337","2.2773127839319","2.29970191218776","2.32417375004881","2.35242049906929","2.38353097379691","2.41034585996381","2.43559871392682","2.46358512424664","2.49313356677037","2.52697759785481","2.55800997097223","2.58977129245148","2.61997058172683","2.65477786600367","2.69423219608711","2.71111516082423","2.76599455892116","2.82359449643987","2.86785858401781","2.90798641031983","2.95920036968095","3.01057352615753","3.05581479504836","3.10011259648803","3.14493553058884","3.19836141871706","3.24787091037205","","",
"Austria","AUT","Population density (people per sq. km of land area)","EN.POP.DNST","","85.8113223540809","86.3388713974328","86.8952651973844","87.4763986437394","88.0466093485105","88.6663356744975","89.331533058852","89.7965972390409","90.1072293533543","90.4224509566481","90.8268588035844","91.3562727052555","91.8638290142892","92.0203196899976","91.7764955194963","91.6144950351175","91.6496730443207","91.5755025429886","91.4195325744732","91.4196294502301","91.6530636958101","91.7188181157665","91.5707193024946","91.5649551949625","91.6079559215306","91.6661903608622","91.7242189392105","91.8541656575442","92.2689149915234","92.9746912085251","93.9076168563817","94.9468273189634","95.7330225236135","96.1021797045289","96.2494308549285","96.3794744490191","96.4887503027367","96.5946839428433","96.7828045531606","97.0158149673044","97.3879026398644","97.8682126422863","98.3461249697263","98.9581738919835","99.6346451925406","100.128856866069","100.456380634067","100.771343457095","101.035663251714","101.28742536726","101.641731568174","102.114870266734","102.747125322606","103.563321740606","104.734597673291","105.873339796413","106.61131846825","107.131858943286","","",
"Azerbaijan","AZE","Population density (people per sq. km of land area)","EN.POP.DNST","","48.4314743381761","50.1270894168259","51.8539120612375","53.5550067894781","55.1883509379093","56.7374815242078","58.2076739127822","59.6059939675787","60.9482076979463","62.2471730535828","63.5030222190177","64.7134960404725","65.8889649951332","67.0424552675535","68.18478195561","69.3214247088936","70.4559404929281","71.5950466851725","72.7452323443527","73.9119771200596","75.0966028575892","76.3011524087626","77.5330641575639","78.8009781655191","80.1091964382278","81.4572022543471","82.8375091627912","84.2379201365106","85.6421284112621","86.0280952209284","87.3739740677986","88.7078361392504","90.0657317615391","91.2914428542245","92.3489190910511","93.2862275736929","94.1904899239338","95.2317912675107","96.5207665800133","97.434779976999","98.1937920681807","98.9124645960929","99.6237235638581","100.475372556609","101.522501814662","102.672531674674","103.853368672016","106.059762547351","108.291290455327","109.542344173442","110.976336228798","112.460790244138","113.923480806688","115.348813858679","116.731076781631","118.033288980283","119.208741622511","120.25759188908","","",
"Burundi","BDI","Population density (people per sq. km of land area)","EN.POP.DNST","","111.076246105919","113.213434579439","115.43718847352","117.846183800623","120.497624610592","123.461448598131","126.682943925234","129.942640186916","132.940186915888","135.477959501558","137.460942367601","139.005685358255","140.386526479751","141.994976635514","144.115264797508","146.840771028037","150.095210280374","153.78761682243","157.758333333333","161.888551401869","166.141744548287","170.55","175.13757788162","179.94949376947","185.001440809969","190.293730529595","195.760825545171","201.273286604361","206.661565420561","211.797390965732","216.702725856698","221.40050623053","225.780880062305","229.710552959502","233.140303738318","235.985630841121","238.400700934579","240.870794392523","244.046884735202","248.398403426791","254.110007788162","261.063590342679","269.048052959502","277.713901869159","286.793691588785","296.255802180685","306.160981308411","316.43699376947","327.01199376947","337.834968847352","348.847585669782","360.046261682243","371.506580996885","383.344898753894","395.639797507788","408.411137071651","421.61308411215","435.178271028037","","",
"Belgium","BEL","Population density (people per sq. km of land area)","EN.POP.DNST","","279.827787934186","280.943875685558","283.0521023766","285.743845216332","288.350609384522","290.304905545399","291.925380865326","293.0760511883","293.907129798903","294.197105423522","294.733759902498","295.890158439976","296.822669104205","297.758043875686","298.619744058501","299.153778184034","299.523400365631","299.802985984156","300.072577696526","300.403473491773","300.395551492992","300.313924436319","300.290067032297","300.285557586837","300.375015234613","300.48211456429","300.738391224863","301.696039000609","302.79393662401","303.698324192566","304.828945764778","306.068190127971","307.266148689823","308.214594759293","308.860786106033","309.464868982328","310.214655697745","310.87775746496","311.591072516758","338.548546895641","339.71499339498","341.241248348745","342.672820343461","344.159081902246","346.057364597094","348.347357992074","350.914795244386","353.697919418758","356.555250990753","359.827807133421","364.539762219287","366.807529722589","368.540521796565","370.180217965654","372.33143989432","374.221334214003","375.66571994716","377.379590488771","","",
"Benin","BEN","Population density (people per sq. km of land area)","EN.POP.DNST","","21.8682777580702","22.1966654842143","22.5510730755587","22.9333540262504","23.3447676481022","23.7864402270309","24.2577775807024","24.7569173465768","25.2807821922668","25.8277758070238","26.3974104292302","26.991548421426","27.6132937211777","28.2672224192976","28.956766583895","29.6840457609081","30.4490865555161","31.2516672578929","32.0905108194395","32.9652802412203","33.8783965945371","34.832511528911","35.8278556225612","36.8643047179851","37.943428520752","39.0608903866619","40.220494856332","41.4406881873005","42.7457963816956","44.1512593118127","45.6677811280596","47.2845246541327","48.969164597375","50.6759489180561","52.3728095069173","54.0462841433132","55.7080436324938","57.3808531394111","59.0998403689252","60.8899521106775","62.7592497339482","64.6984214260376","66.6952376729337","68.730081589216","70.7895086910252","72.870672224193","74.9804274565449","77.1277137282724","79.325186236254","81.5826445548067","83.9023589925505","86.2827953174885","88.724618659099","91.2277580702377","93.7916991841078","96.4177633912735","99.1061014544165","101.853919829727","","",
"Burkina Faso","BFA","Population density (people per sq. km of land area)","EN.POP.DNST","","17.8895467836257","18.1298464912281","18.3765387426901","18.6362938596491","18.9139985380117","19.2118530701754","19.5285782163743","19.8612609649123","20.2053143274854","20.5577485380117","20.9187902046784","21.2908369883041","21.6757419590643","22.076173245614","22.4946820175439","22.9314217836257","23.3879203216374","23.8699524853801","24.3847076023392","24.9372916666667","25.5305555555556","26.1632127192982","26.830793128655","27.5264692982456","28.245274122807","28.9864546783626","29.7517288011696","30.5420504385965","31.3590021929825","32.2040716374269","33.0777923976608","33.9806761695906","34.9140204678363","35.8793421052632","36.8782090643275","37.9120796783626","38.9822587719298","40.090365497076","41.237942251462","42.4266885964912","43.6571162280702","44.9309210526316","46.2522697368421","47.6263486842105","49.0567616959064","50.5452339181287","52.0907200292398","53.6905153508772","55.3402704678363","57.0366118421053","58.7789144736842","60.5674195906433","62.4004934210526","64.2763779239766","66.1938011695906","68.151966374269","70.1508918128655","72.1912828947368","","",
"Bangladesh","BGD","Population density (people per sq. km of land area)","EN.POP.DNST","","379.218276100484","389.891349773373","401.029476837981","412.8579242529","425.482922332335","439.100053775832","453.516547591611","467.991503418606","481.522355381424","493.450733655988","503.431151571022","511.83609894753","519.609203349466","528.095820849658","538.267657678421","550.452339248675","564.366474610125","579.626887915802","595.598409771837","611.811408158562","628.159445340708","644.788561112391","661.76918644849","679.238849197204","697.274202965353","715.891549512176","734.970907275102","754.293231927479","773.569155719444","792.593961742337","811.240124452639","829.559068909887","847.742482906968","866.080379503726","884.765537374203","903.81756165015","923.104893600676","942.481485749405","961.739655834678","980.701037105324","999.375447491742","1017.73132058078","1035.50436352462","1052.36561419682","1068.10712913882","1082.59327802105","1095.95433663671","1108.5823692095","1121.03247292003","1133.71306752708","1146.76022124914","1160.0814857494","1173.57821310594","1187.06435430591","1200.40159791042","1213.57332718752","1226.63127448721","1239.57931166936","","",
"Bulgaria","BGR","Population density (people per sq. km of land area)","EN.POP.DNST","","71.798951459821","72.4301364910061","73.0194793455663","73.6178251830426","74.1586188194884","74.6457290065986","75.1172918738136","75.6540088583567","76.2376570550484","76.7384434601826","77.1616650094911","77.5214679562506","77.9261231130796","78.4483865136039","78.8280032540902","79.1701979571545","79.5822380909337","79.6712645756124","79.7789026484679","80.1006508180421","80.3680466419597","80.6061375757028","80.8075386423212","80.9968272620446","80.9956340956341","80.9741571002441","81.0933652716261","81.1845430714996","80.2401880141011","78.8058302449607","78.0291693030823","77.1957335261683","76.5824188737232","76.3227967097532","75.9836120401338","75.5927506101419","75.1339419687246","74.6342402603272","74.216975503932","73.8513242339329","72.3957516044473","72.0327297794118","71.4841132665257","70.953107760206","70.4986377025037","69.9716652858326","69.4718534204953","68.98592210662","68.5744565217391","68.1245302137067","67.6890935887988","67.2981577008106","66.922577376566","66.5432756079587","66.1200350036846","65.6579034635225","65.1800571112749","64.7110998526161","","",
"Bahrain","BHR","Population density (people per sq. km of land area)","EN.POP.DNST","","243.324637681159","250.933333333333","258.173913043478","265.053623188406","271.639130434783","277.942028985507","284.149275362319","290.801449275362","298.613043478261","308.123188405797","319.292753623188","332.108695652174","347.140579710145","365.088405797101","386.294202898551","411.234782608696","439.384057971014","468.801449275362","496.810144927536","521.576811594203","542.202898550725","559.347826086957","574.571014492754","590.18115942029","607.866666666667","628.231884057971","650.682608695652","674.2","697.227536231884","718.740579710145","738.782608695652","736.740845070423","755.225352112676","774.060563380282","793.939436619718","815.022535211268","837.930985915493","864.366197183099","896.53661971831","936.071830985916","982.457746478873","1035.41690140845","1081.53888888889","1136.77260273973","1201.57297297297","1295.15945945946","1381.22533333333","1466.63289473684","1559.31052631579","1628.42519685039","1666.42894393742","1688.23766233766","1707.82987012987","1732.91180285344","1763.30462724936","1830.2836970475","1915.47948717949","2012.10128205128","","",
"Bahamas, The","BHS","Population density (people per sq. km of land area)","EN.POP.DNST","","11.5005994005994","12.097002997003","12.7211788211788","13.3575424575425","13.9919080919081","14.6235764235764","15.2467532467532","15.848951048951","16.4103896103896","16.9207792207792","17.3715284715285","17.7688311688312","18.1335664335664","18.4935064935065","18.8707292707293","19.2716283716284","19.6904095904096","20.1276723276723","20.5778221778222","21.0380619380619","21.5110889110889","21.9964035964036","22.4859140859141","22.9693306693307","23.4343656343656","23.8778221778222","24.3027972027972","24.7203796203796","25.1481518481518","25.5967032967033","26.0747252747253","26.5763236763237","27.0798201798202","27.557042957043","27.9904095904096","28.3694305694306","28.7070929070929","29.0306693306693","29.3768231768232","29.7753246753247","30.2315684315684","30.7352647352647","31.2816183816184","31.8575424575425","32.4534465534466","33.0702297702298","33.7051948051948","34.3337662337662","34.9254745254745","35.4587412587413","35.9217782217782","36.3220779220779","36.6801198801199","37.0262737262737","37.3832167832168","37.7553446553447","38.137962037962","38.5254745254745","","",
"Bosnia and Herzegovina","BIH","Population density (people per sq. km of land area)","EN.POP.DNST","","64.23052734375","65.4926953125","66.7494921875","67.94916015625","69.05552734375","70.051484375","70.950625","71.7862109375","72.606796875","73.44783203125","74.32201171875","75.21783203125","76.11828125","76.99658203125","77.83408203125","78.6184765625","79.35923828125","80.08494140625","80.83630859375","81.63779296875","82.47013671875","83.30439453125","84.13876953125","84.97220703125","85.78380859375","86.63900390625","87.49060546875","88.07541015625","88.0434375","87.17623046875","85.33826171875","82.688984375","79.66673828125","76.885234375","74.7861328125","73.52392578125","72.9701171875","72.93626953125","73.1123828125","73.26515625","73.34984375","73.42552734375","73.47994140625","73.5194140625","73.54162109375","73.5434375","73.4919140625","73.32560546875","72.9675390625","72.3725","71.50732421875","70.409609375","69.19150390625","68.00984375","66.97970703125","66.13802734375","65.45951171875","64.92048828125","","",
"Belarus","BLR","Population density (people per sq. km of land area)","EN.POP.DNST","","40.7770459475449","41.1749556300532","41.5955038453954","42.0243738907513","42.4472490633011","42.8736738315914","43.3131926641688","43.7514888582134","44.1742457109051","44.5671465194242","44.9397357523171","45.3015578781305","45.6382961940446","45.9356339972392","46.1792545848945","46.3961743245908","46.6525340169592","46.9581936501676","47.249063301124","47.5399329520805","47.8702425557089","48.1956221652534","48.5259317688819","48.8562413725104","49.1766909879708","49.5119305856833","49.8471701833958","49.990140011832","50.1380398343522","50.2317097219483","50.2563596923684","50.3648195622165","50.4782094261487","50.4190494971406","50.2563596923684","50.0887398935121","49.8767501478998","49.6401104318675","49.4317590218892","49.1994182606981","48.9476878327746","48.6394911995267","48.3002958142287","47.9766579557221","47.6453926933886","47.3382158698866","47.1215032035485","46.9590192212913","46.8729168721033","46.7746821094135","46.6865704006702","46.6438075994283","46.6516697222387","46.6786764742109","46.7519435603859","46.808353203145","46.7917828464456","46.7213469307321","","",
"Belize","BLZ","Population density (people per sq. km of land area)","EN.POP.DNST","","4.15181937746602","4.26935554581324","4.39123191582639","4.51858833844805","4.65230162209557","4.79381850065761","4.9404647084612","5.08816308636563","5.22845243314336","5.3565103024989","5.47097764138536","5.57430951337133","5.66830337571241","5.75655414291977","5.84217448487505","5.92490135905305","6.00565541429198","6.09228408592722","6.19487067075844","6.31981587023235","6.46935554581324","6.64182376150811","6.83130206049978","7.02967996492766","7.23020604997808","7.43393248575186","7.64226216571679","7.84866286716353","8.04335817623849","8.2223586146427","8.37913195966681","8.51924594476107","8.66383165278387","8.84173608066637","9.07334502411223","9.36711968434897","9.71416045594038","10.0939938623411","10.4773345024112","10.8423936869794","11.182069267865","11.5027619465147","11.8117053923718","12.1220517316966","12.4419114423498","12.7719859710653","13.1093818500658","13.4512494519947","13.7946076282332","14.1369574747918","14.477729066199","14.8180622533976","15.1562911003946","15.4917141604559","15.8234546251644","16.1508110477861","16.4738711091626","16.7939938623411","","",
"Bermuda","BMU","Population density (people per sq. km of land area)","EN.POP.DNST","","842.592592592593","862.962962962963","883.333333333333","905.555555555556","927.777777777778","944.444444444444","962.962962962963","981.481481481482","1000","1018.51851851852","1011.11111111111","1003.7037037037","996.296296296296","988.888888888889","981.481481481482","985.185185185185","988.888888888889","992.592592592593","996.296296296296","1012.40740740741","1019.44444444444","1026.83333333333","1035.74074074074","1044.87037037037","1053.66666666667","1062.62962962963","1071.27777777778","1080.5","1089.64814814815","1098.62962962963","1092.98148148148","1085.09259259259","1090.92592592593","1098.51851851852","1106.40740740741","1113.5","1120.31481481481","1128.57407407407","1134.90740740741","1145.05555555556","1157.48148148148","1165.03703703704","1172.68518518519","1180.37037037037","1188.03703703704","1194.87037037037","1201.62962962963","1208.75925925926","1215.48148148148","1206","1195.62962962963","1199.96296296296","1203.72222222222","1206.25925925926","1208.09259259259","1195.44444444444","1182.83333333333","1183.7037037037","","",
"Bolivia","BOL","Population density (people per sq. km of land area)","EN.POP.DNST","","3.44222653004708","3.51056032493308","3.58090279700914","3.65342656697129","3.72830425551555","3.8055174005354","3.88505123234561","3.967060832641","4.0517363611188","4.13920797563002","4.22942859780301","4.32233914889689","4.41791101264654","4.51610172620696","4.61683651804671","4.72025846949137","4.82622726853134","4.93394165974338","5.04238807347918","5.15086771900674","5.25901966214345","5.36725283854888","5.47660851103111","5.58859318748269","5.70429243976738","5.823991507431","5.947411612665","6.07432105603249","6.20429705529401","6.33697221452968","6.47230960952645","6.61028339333518","6.75053078556263","6.89263638881196","7.03622080679405","7.18108280254777","7.3271097572233","7.47416320502169","7.62214160435706","7.77094433674882","7.92046062955783","8.07053817040524","8.22101264654297","8.37167820548325","8.52239084279516","8.67298624573064","8.82344595218314","8.97392596695283","9.12469399058433","9.27590695098311","9.427632234838","9.57968799039971","9.73172343764424","9.88324286901135","10.0339056586356","10.1835253392412","10.3321831440967","10.4801458506416","","",
"Brazil","BRA","Population density (people per sq. km of land area)","EN.POP.DNST","","8.8908947445245","9.15446833864951","9.42466350168817","9.69887690323445","9.9751296341052","10.2530592930963","10.5329432146387","10.8142575979823","11.0965614359176","11.3797166594482","11.6632312930867","11.9475604620167","12.2347193275059","12.5274520407651","12.8277589272254","13.1358098811458","13.4510060850859","13.7735372941827","14.1034262407665","14.4402952092212","14.784428951896","15.134744572357","15.4877543329018","15.8388789850373","16.1847109524368","16.5238811505909","16.8568128794205","17.1841465924237","17.5072808064952","17.8273183985911","18.1437510020172","18.4561852278138","18.7660266518627","19.0751430342157","19.3846831950649","19.6951340848562","20.005532331356","20.3137599992343","20.6168687052382","20.9125882074241","21.2004170784409","21.4805590717552","21.7523571033747","22.0152427453955","22.2689621135803","22.5130658256502","22.7479371008382","22.9752507136755","23.1973271565205","23.4159316546504","23.6313981340346","23.8434981945744","24.0527082580574","24.2594327206771","24.4637884744692","24.6661407920901","24.8660384966033","25.0617162430876","","",
